Outlet_ID,legacy_education_1km,legacy_education_3km,decay_education,legacy_health_1km,legacy_health_3km,decay_health,legacy_transport_1km,legacy_transport_3km,decay_transport,legacy_market_1km,legacy_market_3km,decay_market,legacy_tourism_1km,legacy_tourism_3km,decay_tourism,legacy_food_1km,legacy_food_3km,decay_food,legacy_worship_1km,legacy_worship_3km,decay_worship,competitors_1km,decay_total
OUT_18405,1,2,0.3477,0,0,0.0002,0,4,0.0181,0,0,0.0006,0,0,0.0009,0,4,0.0627,0,7,0.2637,12,0.6939
OUT_18406,0,1,0.0357,1,2,0.3614,0,1,0.0028,0,0,0.0009,0,0,0.0,0,0,0.0,0,6,0.1454,4,0.5461
OUT_18407,0,3,0.1442,0,2,0.0159,0,1,0.0005,0,0,0.0007,0,0,0.0,0,0,0.0,1,9,0.728,9,0.8892
OUT_18408,0,2,0.2061,0,3,0.0353,0,2,0.0025,0,0,0.0,0,0,0.0,0,1,0.0011,0,2,0.2443,5,0.4894
OUT_18409,0,1,0.046,0,0,0.0002,0,2,0.0019,0,1,0.0062,0,0,0.0024,0,1,0.0017,0,9,0.3539,6,0.4123
OUT_18410,0,1,0.0372,0,0,0.0,1,2,0.2582,0,0,0.0,0,0,0.0,0,0,0.0001,0,6,0.4421,4,0.7378
OUT_18411,0,3,0.1918,0,0,0.0005,2,5,0.6372,0,0,0.001,0,0,0.0,0,1,0.0016,2,9,0.9874,7,1.8194
OUT_18412,0,0,0.0272,0,2,0.0216,0,5,0.0097,0,1,0.0073,0,0,0.0001,0,1,0.0024,0,7,0.2403,5,0.3086
OUT_18413,0,2,0.0522,0,0,0.0001,1,1,0.1979,0,0,0.0001,0,0,0.0,1,3,0.3188,0,5,0.3479,8,0.917
OUT_18414,0,2,0.0437,0,1,0.0083,0,3,0.0005,0,0,0.0011,0,1,0.0083,0,3,0.0475,0,5,0.2572,11,0.3667
OUT_18415,1,1,0.3551,0,1,0.0135,0,2,0.0076,0,2,0.0829,0,1,0.0028,0,1,0.0001,1,5,0.5392,4,1.0013
OUT_18416,1,5,0.4114,0,1,0.0032,0,4,0.0147,0,1,0.0122,0,1,0.009,1,2,0.1006,0,7,0.4322,7,0.9833
OUT_18417,0,3,0.1399,0,2,0.0392,0,1,0.0002,0,1,0.0142,0,0,0.0,0,2,0.0025,0,8,0.3798,6,0.5757
OUT_18418,0,5,0.1436,0,0,0.0001,1,4,0.0944,0,0,0.0005,0,1,0.0032,1,4,0.0826,1,5,0.5701,4,0.8945
OUT_18419,0,5,0.1726,0,0,0.003,1,4,0.1356,0,2,0.0108,0,0,0.0,0,0,0.0,1,7,0.7609,1,1.0829
OUT_18420,2,5,0.9192,0,0,0.0029,0,2,0.0013,0,1,0.024,0,0,0.0006,0,2,0.0011,1,12,0.9898,4,1.9389
OUT_18421,0,0,0.0127,0,0,0.0,0,1,0.0024,0,0,0.0001,0,0,0.0,0,1,0.0002,1,5,0.5317,2,0.5471
OUT_18422,0,2,0.0343,0,1,0.0142,0,6,0.0442,0,1,0.0757,0,0,0.0,0,2,0.0176,2,13,1.365,5,1.551
OUT_18423,1,5,0.4982,0,3,0.0896,1,2,0.1247,0,1,0.0129,0,1,0.0199,0,2,0.0041,1,4,0.6063,1,1.3557
OUT_18424,1,4,0.7225,0,0,0.0001,0,1,0.0011,1,2,0.2505,0,0,0.0003,0,0,0.0,0,3,0.2697,7,1.2441
OUT_18425,0,0,0.017,0,1,0.0048,1,5,0.0583,0,0,0.0004,0,0,0.0,0,0,0.0001,0,5,0.2367,4,0.3174
OUT_18426,1,5,0.6598,2,2,0.5214,0,1,0.0128,0,1,0.0309,0,0,0.0,0,0,0.0,1,7,0.5796,3,1.8047
OUT_18427,0,2,0.1155,0,0,0.0005,0,2,0.004,0,0,0.0003,0,0,0.0032,1,3,0.2751,0,2,0.1395,5,0.5381
OUT_18428,0,2,0.1252,0,1,0.0108,0,3,0.0272,0,2,0.0077,0,1,0.0032,0,2,0.0038,0,9,0.8872,3,1.0651
OUT_18429,0,3,0.2353,0,1,0.0179,1,5,0.353,0,0,0.0,0,1,0.008,0,2,0.0019,1,2,0.4152,1,1.0312
OUT_18430,0,3,0.1487,1,1,0.1824,1,6,0.202,0,0,0.0006,0,0,0.0009,0,2,0.0005,0,5,0.3275,8,0.8626
OUT_18431,0,4,0.2167,0,2,0.0253,0,2,0.0273,0,0,0.0002,0,0,0.0001,0,0,0.0,3,8,1.1632,5,1.4329
OUT_18432,1,1,0.3467,0,0,0.0033,0,1,0.0002,0,1,0.0108,0,0,0.0,1,3,0.1165,0,7,0.5297,5,1.0072
OUT_18433,0,1,0.031,0,2,0.0134,0,4,0.0212,0,1,0.0117,0,0,0.0001,0,1,0.0042,0,6,0.2092,6,0.2907
OUT_18434,0,3,0.2223,0,1,0.0272,1,2,0.13,0,1,0.0037,0,1,0.0147,0,1,0.0114,0,4,0.1703,2,0.5796
OUT_18435,1,6,0.5701,0,1,0.0521,1,2,0.1045,0,1,0.0441,1,2,0.3435,0,1,0.0004,1,7,1.0429,6,2.1577
OUT_18436,0,1,0.0846,0,0,0.0002,0,1,0.0012,0,1,0.003,0,0,0.0,0,2,0.0626,2,7,0.8852,8,1.0367
OUT_18437,0,1,0.0502,0,0,0.0001,0,1,0.001,0,2,0.0079,0,1,0.0046,0,1,0.0002,3,11,1.2704,3,1.3344
OUT_18438,0,1,0.1359,0,1,0.0033,0,4,0.0068,0,1,0.0204,0,1,0.0059,0,2,0.0016,1,2,0.3352,7,0.5091
OUT_18439,0,3,0.1167,0,1,0.0033,0,1,0.0048,1,1,0.1602,0,0,0.0,0,2,0.0465,0,8,0.3529,4,0.6844
OUT_18440,0,4,0.2197,0,0,0.0,0,2,0.0153,0,1,0.0081,0,0,0.0002,1,3,0.0578,0,4,0.4465,8,0.7475
OUT_18441,1,2,0.2556,0,0,0.0013,0,0,0.0001,0,0,0.0013,0,1,0.0057,1,1,0.1181,0,9,0.7183,3,1.1005
OUT_18442,0,2,0.1341,0,1,0.0086,1,3,0.1741,0,1,0.0117,0,0,0.0,0,2,0.0097,1,7,0.7935,5,1.1316
OUT_18443,1,2,0.4419,0,1,0.0899,0,3,0.0058,0,1,0.0211,0,0,0.0001,0,3,0.0114,0,8,0.6821,4,1.2523
OUT_18444,0,4,0.3019,0,2,0.0132,0,1,0.0123,0,0,0.0005,0,0,0.0,0,1,0.0007,1,8,0.8372,4,1.1657
OUT_18445,1,9,0.6968,0,0,0.0002,1,2,0.5414,0,0,0.0006,1,1,0.5861,0,3,0.0341,0,8,0.7838,5,2.643
OUT_18446,0,2,0.0831,1,2,0.2409,1,1,0.2802,0,0,0.0,0,1,0.1275,0,2,0.0051,0,9,0.6165,2,1.3533
OUT_18447,1,2,0.5258,0,2,0.0582,0,3,0.0333,1,2,0.2538,0,0,0.0,0,0,0.0001,0,8,0.288,4,1.1592
OUT_18448,0,0,0.0327,0,0,0.0,1,1,0.1314,0,0,0.0001,0,0,0.0001,0,0,0.0,0,6,0.4395,2,0.6038
OUT_18449,0,4,0.1851,0,1,0.1309,0,5,0.0185,0,0,0.0011,1,1,0.1765,0,1,0.0052,2,13,1.4114,7,1.9286
OUT_18450,0,3,0.2742,0,0,0.0001,0,1,0.0003,0,1,0.0765,0,0,0.0,0,0,0.0,0,5,0.2223,2,0.5734
OUT_18451,0,0,0.0012,0,0,0.0,0,1,0.0049,0,0,0.0021,0,0,0.0,0,1,0.0013,1,4,0.5852,3,0.5947
OUT_18452,0,6,0.2206,0,0,0.0047,0,1,0.0015,0,0,0.0003,0,0,0.0005,0,1,0.0007,0,5,0.5284,7,0.7566
OUT_18453,1,2,0.4701,1,4,0.2137,0,3,0.0035,0,0,0.0001,0,1,0.0898,0,0,0.0,1,7,0.9447,4,1.7219
OUT_18454,1,6,0.5263,0,2,0.0642,1,4,0.1041,0,1,0.0042,0,2,0.1043,0,2,0.0068,1,7,0.6949,5,1.5047
OUT_18455,0,2,0.028,2,2,0.6323,0,1,0.0012,0,0,0.0008,0,0,0.0,0,0,0.0,0,3,0.1396,4,0.8018
OUT_18456,0,1,0.1466,0,1,0.0147,0,3,0.0043,0,1,0.0217,0,0,0.0,0,0,0.0002,0,5,0.2112,4,0.3987
OUT_18457,0,1,0.0335,0,0,0.0,0,2,0.0146,0,0,0.0002,0,0,0.0,0,2,0.0033,1,7,0.7359,4,0.7875
OUT_18458,0,3,0.2728,0,0,0.0029,1,3,0.0766,0,0,0.001,0,0,0.0001,0,2,0.0013,3,14,1.6059,10,1.9606
OUT_18459,0,2,0.1494,0,3,0.1666,0,3,0.0122,0,0,0.0,0,1,0.0507,0,0,0.0,1,6,0.678,3,1.0569
OUT_18460,0,5,0.1959,0,2,0.0562,0,1,0.0034,0,1,0.0026,0,0,0.0,0,0,0.0,1,9,0.6233,9,0.8815
OUT_18461,2,3,0.7772,0,0,0.0006,2,4,0.2486,1,1,0.2457,0,0,0.0,0,2,0.0057,0,6,0.2374,7,1.5151
OUT_18462,0,4,0.3107,0,2,0.0623,0,2,0.002,0,0,0.0004,0,0,0.0014,0,1,0.0037,1,8,0.8765,4,1.2571
OUT_18463,0,3,0.1415,0,0,0.0018,1,3,0.1639,0,1,0.004,0,0,0.0,0,0,0.0001,0,5,0.2621,6,0.5735
OUT_18464,0,2,0.2228,0,1,0.029,2,5,0.882,0,0,0.0003,0,1,0.004,1,4,0.5059,1,7,0.5664,2,2.2104
OUT_18465,1,2,0.752,0,0,0.0,0,2,0.0051,0,0,0.0001,0,0,0.0,0,1,0.0003,1,5,0.6222,6,1.3796
OUT_18466,0,0,0.0035,0,0,0.0001,0,1,0.0138,0,1,0.0095,0,0,0.0,0,0,0.0,0,2,0.1213,5,0.1482
OUT_18467,0,2,0.0852,1,3,0.3942,0,1,0.002,0,0,0.0019,0,0,0.0,0,1,0.0002,0,5,0.4283,4,0.9119
OUT_18468,0,2,0.0642,0,2,0.0067,1,3,0.2773,0,0,0.0001,0,0,0.0001,0,2,0.0068,1,6,0.6188,4,0.9738
OUT_18469,0,4,0.1089,0,1,0.0067,1,5,0.1569,0,1,0.003,0,2,0.0097,0,2,0.0089,1,5,0.5779,2,0.872
OUT_18470,0,3,0.1101,0,1,0.0376,0,6,0.0185,0,0,0.0014,0,0,0.0025,1,4,0.1293,1,9,0.6923,5,0.9917
OUT_18471,1,2,0.7,0,0,0.0,0,2,0.0011,0,0,0.0001,0,0,0.0,0,1,0.0006,0,6,0.5466,8,1.2484
OUT_18472,0,2,0.0482,1,3,0.6036,0,1,0.0007,0,0,0.001,0,0,0.0,0,1,0.0021,0,4,0.1485,5,0.8042
OUT_18473,0,4,0.1548,0,1,0.0028,1,2,0.0854,0,0,0.0002,0,1,0.0028,0,0,0.0,0,13,0.7251,3,0.971
OUT_18474,0,1,0.1035,0,0,0.0,0,0,0.0,0,0,0.0006,0,1,0.0265,0,1,0.0084,0,5,0.3651,4,0.5042
OUT_18475,0,4,0.2643,0,0,0.0,0,2,0.0008,0,2,0.113,0,0,0.0001,0,2,0.0044,2,9,1.4456,3,1.8281
OUT_18476,0,3,0.1169,0,2,0.0791,0,0,0.0001,0,3,0.0326,0,0,0.0,0,2,0.0116,1,7,0.7535,3,0.9938
OUT_18477,0,3,0.1799,0,0,0.0001,0,2,0.0136,0,0,0.0004,0,0,0.0028,0,3,0.0312,0,2,0.1001,1,0.328
OUT_18478,1,4,0.6807,1,3,0.8212,0,2,0.0108,0,0,0.0,0,1,0.0046,0,0,0.0,1,10,1.4837,3,3.001
OUT_18479,0,3,0.1775,0,1,0.0255,0,1,0.0005,1,1,0.3818,0,0,0.0,0,3,0.0089,0,7,0.3683,11,0.9624
OUT_18480,0,1,0.0335,0,0,0.0026,0,2,0.002,0,1,0.0054,0,0,0.0,0,1,0.004,0,6,0.4365,7,0.4841
OUT_18481,0,2,0.0466,0,0,0.0005,1,3,0.067,1,1,0.3602,0,0,0.0002,0,0,0.0001,1,5,0.5496,1,1.0241
OUT_18482,0,3,0.277,0,0,0.0003,0,1,0.0003,1,1,0.2245,0,0,0.0002,0,0,0.0001,1,4,0.6922,4,1.1944
OUT_18483,0,0,0.01,0,0,0.0005,0,5,0.0538,0,0,0.0,0,0,0.0,0,2,0.0005,0,7,0.4885,2,0.5534
OUT_18484,0,4,0.3146,0,1,0.0211,0,2,0.0117,0,0,0.0005,0,1,0.0461,0,0,0.0,0,5,0.3666,1,0.7606
OUT_18485,0,3,0.2837,0,0,0.0035,1,3,0.1404,0,2,0.0343,0,0,0.0,0,2,0.0004,2,8,1.1724,6,1.6347
OUT_18486,0,1,0.0694,0,1,0.0455,0,2,0.0014,1,3,0.226,0,0,0.0,0,1,0.0006,0,5,0.2734,3,0.6164
OUT_18487,0,0,0.007,0,1,0.0076,0,1,0.0044,0,2,0.0547,0,0,0.0,0,1,0.0006,2,2,0.6177,6,0.692
OUT_18488,0,2,0.1201,0,0,0.0003,0,0,0.0,0,1,0.0102,0,0,0.0002,0,1,0.0016,0,7,0.3885,13,0.521
OUT_18489,0,1,0.0757,0,0,0.0001,0,2,0.0027,0,0,0.0001,0,0,0.0,0,2,0.0074,1,6,0.5572,5,0.6432
OUT_18490,0,1,0.1495,0,1,0.0198,0,4,0.0381,0,0,0.0001,0,0,0.0007,0,0,0.0001,1,7,0.9607,6,1.1688
OUT_18491,0,6,0.559,0,1,0.0153,0,4,0.0247,0,0,0.0003,0,0,0.0,1,5,0.0875,1,7,0.8077,7,1.4945
OUT_18492,0,3,0.1458,0,0,0.0003,0,0,0.0001,0,1,0.0075,0,0,0.0001,0,1,0.0012,3,11,1.2262,6,1.3813
OUT_18493,0,1,0.0176,0,1,0.0066,0,1,0.0105,0,1,0.0131,0,0,0.0,0,1,0.0024,2,3,0.7067,3,0.757
OUT_18494,0,5,0.4076,0,2,0.0138,1,5,0.2172,0,0,0.0,0,0,0.0013,0,1,0.0003,1,12,0.9403,6,1.5805
OUT_18495,1,1,0.6804,0,2,0.0428,1,1,0.1503,0,1,0.0028,0,0,0.0,0,2,0.0015,0,5,0.1644,9,1.0422
OUT_18496,0,0,0.0191,0,0,0.0003,0,3,0.0332,0,0,0.0007,0,0,0.0,0,1,0.001,0,9,0.3793,3,0.4335
OUT_18497,0,3,0.0814,0,1,0.0063,0,2,0.0023,0,1,0.003,0,1,0.0078,0,2,0.016,1,8,0.8344,6,0.9512
OUT_18498,0,1,0.1354,0,1,0.1071,1,4,0.079,0,1,0.0081,0,1,0.0103,1,3,0.1195,0,5,0.1957,3,0.6551
OUT_18499,1,3,0.3311,0,1,0.0055,0,5,0.008,0,1,0.0278,0,1,0.0036,0,0,0.0002,0,5,0.391,3,0.7672
OUT_18500,0,2,0.1285,0,1,0.022,0,2,0.0327,0,1,0.0067,0,1,0.0332,0,1,0.0393,0,5,0.2192,2,0.4816
OUT_18501,0,2,0.0387,0,1,0.0058,0,1,0.0068,0,1,0.0082,0,0,0.0,0,2,0.0336,1,3,1.0982,7,1.1913
OUT_18502,1,5,0.8252,0,1,0.017,0,2,0.0089,0,1,0.0468,0,0,0.0004,0,1,0.0398,0,11,0.8237,3,1.7618
OUT_18503,0,4,0.252,0,1,0.0215,0,4,0.0036,0,1,0.0079,0,1,0.0029,0,3,0.0066,2,9,1.3545,3,1.6491
OUT_18504,0,3,0.1391,0,0,0.0004,0,0,0.0001,0,0,0.0001,0,0,0.0001,1,2,0.0556,1,3,0.5132,3,0.7086
OUT_18505,0,3,0.1047,0,0,0.0008,1,1,0.0883,0,0,0.0025,0,0,0.0,0,0,0.0001,0,8,0.6648,2,0.8613
OUT_18506,0,0,0.0114,0,2,0.0261,0,2,0.0005,0,1,0.0068,0,0,0.0,0,4,0.0184,0,2,0.1315,5,0.1947
OUT_18507,1,2,0.4554,0,1,0.0275,0,1,0.0099,0,0,0.0001,0,1,0.0552,0,2,0.0059,3,10,1.6379,6,2.1919
OUT_18508,1,2,0.4902,0,1,0.1292,0,3,0.0393,0,1,0.0112,0,0,0.0,0,1,0.0016,1,11,0.941,7,1.6125
OUT_18509,1,4,0.5394,0,0,0.0028,0,3,0.0058,0,1,0.0106,0,0,0.0003,0,1,0.0004,2,5,1.2329,8,1.7921
OUT_18510,1,3,0.4358,0,0,0.0,0,1,0.0031,0,1,0.1065,0,0,0.0,0,0,0.0,0,9,0.6529,4,1.1984
OUT_18511,0,0,0.0172,0,0,0.0003,0,2,0.0159,0,2,0.0676,0,0,0.0,0,0,0.0,2,7,0.8092,8,0.9102
OUT_18512,0,2,0.3159,0,1,0.0055,0,3,0.0042,0,2,0.0077,0,0,0.0,0,1,0.0003,1,10,0.8248,4,1.1585
OUT_18513,3,11,1.8445,0,0,0.0,1,2,0.1267,0,0,0.0001,0,2,0.0104,1,3,0.2119,0,10,0.3645,3,2.5581
OUT_18514,0,0,0.0106,0,1,0.0187,1,2,0.1212,0,0,0.0027,0,0,0.0001,0,1,0.0006,1,11,0.5777,5,0.7315
OUT_18515,0,3,0.1625,0,1,0.0041,0,1,0.0011,0,3,0.084,0,1,0.0111,0,3,0.0148,0,7,0.4197,5,0.6972
OUT_18516,0,2,0.1111,0,0,0.0005,0,0,0.0,0,1,0.0049,0,0,0.0001,0,1,0.0019,0,8,0.4401,8,0.5587
OUT_18517,0,0,0.0134,0,1,0.0149,1,2,0.0604,0,0,0.0,0,1,0.0135,0,2,0.0037,0,5,0.3377,2,0.4436
OUT_18518,1,2,0.3319,0,0,0.0015,0,0,0.0001,0,1,0.0305,0,0,0.0,1,2,0.3181,1,7,0.8028,8,1.4849
OUT_18519,0,3,0.2919,0,0,0.0003,1,5,0.2994,0,1,0.0065,0,1,0.0067,0,1,0.0489,0,6,0.1819,5,0.8357
OUT_18520,1,3,0.8193,0,1,0.0033,0,7,0.0204,0,0,0.0002,0,0,0.0015,0,2,0.0017,1,5,0.6244,5,1.4709
OUT_18521,0,1,0.0304,0,2,0.1105,0,5,0.0095,0,0,0.0001,0,0,0.0001,0,1,0.0007,1,3,0.8218,3,0.973
OUT_18522,0,1,0.0281,0,1,0.0159,0,3,0.0424,0,0,0.0024,0,0,0.0015,0,1,0.0186,0,7,0.4532,5,0.5622
OUT_18523,0,3,0.2337,1,2,0.4518,1,3,0.1277,0,0,0.0,0,2,0.082,1,3,0.1394,1,9,1.0778,1,2.1124
OUT_18524,1,5,0.5005,0,1,0.0124,0,2,0.0103,0,1,0.0044,0,0,0.0,0,0,0.0001,1,9,0.7476,3,1.2754
OUT_18525,1,4,0.6739,0,0,0.0002,0,3,0.0145,0,0,0.0022,0,0,0.0005,0,3,0.0464,0,3,0.2955,4,1.0332
OUT_18526,0,3,0.4155,0,1,0.0117,0,5,0.0231,0,1,0.0123,1,2,0.22,0,1,0.0003,0,12,0.7587,2,1.4416
OUT_18527,0,3,0.0852,0,0,0.0004,0,3,0.0083,0,1,0.0377,0,0,0.0,0,5,0.0403,0,8,0.524,4,0.6958
OUT_18528,0,3,0.1876,0,0,0.0004,1,4,0.2868,0,0,0.0003,0,0,0.0023,1,2,0.5824,0,5,0.297,8,1.3569
OUT_18529,0,2,0.1915,0,0,0.0001,1,3,0.2877,0,0,0.0006,0,1,0.0073,0,3,0.0193,2,8,0.9459,6,1.4523
OUT_18530,1,2,0.4571,0,1,0.0115,0,2,0.0034,0,1,0.0057,0,0,0.0,0,2,0.0325,3,6,1.3394,6,1.8495
OUT_18531,0,3,0.3001,0,2,0.0194,1,4,0.7374,0,1,0.0056,0,0,0.0,0,0,0.0,0,3,0.1765,7,1.239
OUT_18532,0,4,0.3085,0,1,0.0257,1,3,0.2468,0,0,0.0,0,0,0.0,1,2,0.2428,1,11,0.8785,3,1.7023
OUT_18533,1,4,0.3701,1,1,0.1945,0,3,0.0178,0,0,0.0001,2,2,0.4723,0,2,0.0148,0,10,0.5908,4,1.6604
OUT_18534,1,2,0.5005,0,0,0.0003,0,4,0.0033,0,1,0.0049,1,1,0.7064,0,3,0.0143,0,6,0.4167,4,1.6465
OUT_18535,1,3,0.2793,0,1,0.0039,1,1,0.061,0,1,0.0127,0,0,0.0,0,1,0.0004,0,5,0.4457,6,0.8031
OUT_18536,0,2,0.261,0,0,0.0037,2,4,0.2627,0,1,0.0088,0,2,0.0252,0,0,0.0,1,9,0.8005,5,1.3618
OUT_18537,1,7,0.6096,0,0,0.0003,0,1,0.0004,2,2,0.674,0,0,0.0006,0,0,0.0,1,6,0.527,6,1.8119
OUT_18538,1,3,0.5307,0,1,0.0135,0,4,0.0289,0,2,0.0156,0,0,0.0,1,2,0.5694,0,7,0.3529,3,1.511
OUT_18539,1,2,0.2909,0,1,0.0473,0,2,0.0006,0,2,0.0454,0,0,0.0001,0,2,0.0219,1,7,0.5881,7,0.9943
OUT_18540,0,2,0.0886,0,0,0.0005,0,3,0.004,0,0,0.0016,0,0,0.0003,0,0,0.0,0,4,0.2691,4,0.3642
OUT_18541,0,2,0.1233,1,4,0.2022,1,5,0.2412,0,0,0.0,0,0,0.0009,0,3,0.0545,0,8,0.326,3,0.9482
OUT_18542,0,3,0.1911,1,4,0.8097,0,2,0.0041,0,0,0.0,0,0,0.0,0,0,0.0,1,5,0.5419,1,1.5468
OUT_18543,0,1,0.0399,0,0,0.0,0,0,0.0,0,0,0.0013,0,1,0.014,0,1,0.0012,1,5,0.6705,4,0.7269
OUT_18544,1,3,0.4373,0,0,0.0001,0,2,0.0053,0,0,0.0012,0,0,0.0005,0,2,0.0003,0,6,0.337,4,0.7817
OUT_18545,1,1,0.3263,0,1,0.0107,1,2,0.4802,0,0,0.0,0,0,0.0,0,1,0.001,0,4,0.2724,3,1.0906
OUT_18546,0,4,0.3688,0,1,0.003,1,2,0.0864,0,0,0.0008,0,0,0.0,0,3,0.018,0,10,0.7184,4,1.1955
OUT_18547,0,2,0.0673,0,1,0.0346,0,2,0.0061,1,1,0.2938,0,1,0.005,0,2,0.0497,1,6,0.6949,2,1.1515
OUT_18548,0,3,0.2228,0,0,0.0006,2,4,0.2196,0,0,0.0003,0,0,0.0018,0,2,0.0294,0,8,0.3459,6,0.8204
OUT_18549,0,2,0.1731,0,1,0.007,0,7,0.0056,0,0,0.0004,1,2,0.2718,0,1,0.0002,2,7,1.064,7,1.522
OUT_18550,1,4,0.4399,0,2,0.0393,1,3,0.1885,0,0,0.0001,0,0,0.0,0,2,0.0015,0,4,0.1096,5,0.7789
OUT_18551,1,2,0.4483,1,2,0.2907,0,3,0.0065,0,0,0.0,0,0,0.0,0,1,0.0002,0,8,0.3493,5,1.0949
OUT_18552,0,1,0.0475,0,0,0.0017,0,3,0.0028,0,0,0.0006,0,0,0.0,0,2,0.0012,1,6,0.557,7,0.6109
OUT_18553,0,2,0.097,0,0,0.0018,0,3,0.0056,0,0,0.0012,0,0,0.0003,1,3,0.1758,0,5,0.3639,6,0.6456
OUT_18554,0,3,0.0847,0,1,0.0164,1,2,0.6855,0,3,0.0453,0,0,0.0005,0,2,0.0071,0,9,0.5783,2,1.4178
OUT_18555,0,1,0.0245,0,0,0.0002,0,1,0.0291,0,1,0.0159,0,0,0.0017,0,0,0.0,3,9,1.3099,1,1.3813
OUT_18556,1,4,0.7036,0,3,0.109,0,1,0.0004,0,1,0.0145,0,0,0.0,0,0,0.0,2,8,1.1849,3,2.0125
OUT_18557,0,4,0.2854,0,1,0.0317,0,2,0.0055,0,2,0.0134,0,0,0.0001,0,0,0.0002,2,9,1.1625,4,1.4987
OUT_18558,1,2,0.2512,0,0,0.0,0,0,0.0001,0,0,0.0016,0,0,0.0,0,0,0.0,2,7,0.7516,2,1.0046
OUT_18559,0,3,0.0963,0,1,0.0033,0,3,0.0228,1,3,0.3356,0,0,0.0004,0,1,0.0198,1,5,0.5509,4,1.0291
OUT_18560,0,1,0.0242,0,0,0.0001,0,2,0.0016,0,1,0.0051,0,0,0.0,0,2,0.0339,0,3,0.1027,4,0.1676
OUT_18561,1,4,0.4227,0,1,0.1265,0,2,0.0206,0,2,0.0109,0,1,0.0026,0,1,0.0096,1,13,0.9049,7,1.4978
OUT_18562,0,1,0.137,0,1,0.0502,1,4,0.078,0,0,0.0002,0,0,0.0003,0,1,0.0003,1,7,0.931,7,1.1971
OUT_18563,0,4,0.2177,0,0,0.0008,0,2,0.0188,0,1,0.0034,0,0,0.0,0,2,0.0291,0,6,0.4354,7,0.7053
OUT_18564,1,6,0.7315,0,1,0.026,0,1,0.004,0,2,0.0366,0,0,0.0,0,1,0.0007,1,7,0.5088,2,1.3077
OUT_18565,0,5,0.4471,0,2,0.0061,0,1,0.0216,0,2,0.0118,0,0,0.0001,0,1,0.0099,2,9,1.1346,7,1.6311
OUT_18566,0,2,0.103,1,1,0.1476,1,3,0.1831,0,0,0.0012,0,0,0.0,0,1,0.0002,1,7,1.0298,4,1.465
OUT_18567,0,4,0.2353,0,2,0.0283,0,2,0.0238,0,0,0.0002,0,0,0.0002,0,0,0.0,3,8,1.2061,6,1.494
OUT_18568,0,5,0.3468,0,0,0.0001,0,1,0.0058,0,1,0.0069,0,0,0.0002,0,2,0.0228,0,4,0.3165,7,0.6992
OUT_18569,1,3,0.4491,0,1,0.0028,1,3,0.2046,0,1,0.0297,0,0,0.0001,0,0,0.0,0,3,0.1049,8,0.7911
OUT_18570,1,3,0.6274,0,0,0.0032,0,3,0.0233,0,1,0.0245,0,0,0.0,0,0,0.0001,1,10,0.7549,5,1.4334
OUT_18571,0,1,0.1525,0,0,0.0009,1,2,0.0568,0,0,0.0001,0,0,0.0,1,2,0.062,1,8,0.9114,7,1.1837
OUT_18572,0,6,0.3725,0,0,0.0001,0,2,0.0007,0,1,0.0036,0,0,0.0003,0,2,0.0136,2,8,0.9971,3,1.3879
OUT_18573,0,2,0.0985,0,0,0.0008,0,0,0.0,0,0,0.0008,0,0,0.0003,0,2,0.0045,1,10,0.8149,2,0.9198
OUT_18574,0,4,0.2575,0,0,0.0005,1,5,0.3261,0,0,0.0015,0,0,0.0,0,1,0.0014,3,8,1.1753,5,1.7622
OUT_18575,0,2,0.1756,0,1,0.0317,1,2,0.0602,0,0,0.003,0,0,0.0,1,2,0.075,2,8,1.0278,4,1.3733
OUT_18576,0,1,0.163,0,1,0.0038,0,3,0.0096,0,1,0.0283,0,1,0.0071,0,2,0.001,0,2,0.269,6,0.4817
OUT_18577,0,3,0.1466,0,0,0.0024,1,3,0.1243,0,1,0.1014,0,1,0.0051,0,3,0.0251,0,5,0.6288,4,1.0337
OUT_18578,0,0,0.0102,0,0,0.0,0,1,0.0009,0,1,0.0153,0,0,0.0,0,2,0.0047,0,4,0.2092,8,0.2403
OUT_18579,0,1,0.0351,0,0,0.0036,0,2,0.0069,0,0,0.002,0,0,0.0,0,1,0.0058,0,3,0.2189,2,0.2722
OUT_18580,0,5,0.4277,0,0,0.0007,0,1,0.0003,1,1,0.303,0,0,0.0,0,2,0.0484,0,4,0.2232,2,1.0033
OUT_18581,0,2,0.0678,0,1,0.0045,0,2,0.0206,0,1,0.0046,0,0,0.0,0,2,0.0351,1,6,0.8148,3,0.9475
OUT_18582,0,2,0.2568,0,2,0.1932,1,2,0.0626,1,2,0.4872,0,0,0.0,0,1,0.0004,1,8,0.759,2,1.7592
OUT_18583,0,4,0.2314,0,0,0.0008,1,2,0.056,0,1,0.0115,0,0,0.0002,0,4,0.0049,1,5,0.7052,5,1.0099
OUT_18584,1,2,0.9264,0,0,0.0001,0,5,0.0403,0,1,0.0516,0,1,0.0047,0,2,0.0057,0,6,0.2325,4,1.2613
OUT_18585,0,3,0.2918,0,1,0.0071,0,3,0.0136,0,0,0.0,0,1,0.0095,0,4,0.0094,0,6,0.4693,4,0.8007
OUT_18586,0,3,0.1903,0,2,0.0202,0,2,0.0198,0,1,0.0064,0,0,0.0,0,1,0.0049,1,3,0.3253,6,0.567
